UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,,,,,,,
P40091,7,133,126,0.1919,2.00E-06,18, nan, ,3.578,4,0,7,11,2,1,4,2,8,19,0,7,5,5,4,7,4,2,0,9,0.178217822,0.118811881,0.099009901,0.108910891,0.227722772,0.267326733,,,,,,,,,,,,,,,,,,,
P40457,362,585,223,0.1545,0.000014,6, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; nuclear pore complex; nucleus,3.809,9,2,7,29,4,2,3,20,19,27,1,17,2,14,13,13,11,8,0,1,0.178217822,0.158415842,0.064356436,0.024752475,0.277227723,0.297029703,,,,,,,,,,,,,,,,,,,
P40491,4,149,145,0.3748,0.000402,78, nan, mitochondrion,2.662,5,0,8,10,2,5,1,2,13,4,0,12,2,7,11,6,4,6,0,3,0.178217822,0.237623762,0.118811881,0.04950495,0.118811881,0.297029703,,,,,,,,,,,,,,,,,,,
P46947,71,173,102,0.2329,5.00E-06,42, nan, nucleus; cytoplasm,3.397,7,0,8,10,1,4,3,7,11,7,0,7,2,5,5,11,6,4,0,3,0.178217822,0.158415842,0.128712871,0.03960396,0.178217822,0.316831683,,,,,,,,,,,,,,,,,,,
P53072,97,287,190,0.2404,0.000165,42, False, nucleus; cytoplasm,2.478,0,1,9,9,2,6,0,0,23,3,2,11,5,3,5,8,7,5,0,2,0.178217822,0.277227723,0.108910891,0.03960396,0.099009901,0.297029703,3,0,,,,,,,,,,,,,,,,,
P53189,284,515,231,0.4753,0.007237,90, nan, secreted; cell wall,3.408,4,1,13,5,1,20,0,4,5,3,0,8,1,5,0,21,7,2,0,1,0.178217822,0.04950495,0.247524752,0.01980198,0.089108911,0.415841584,,,,,,,,,,,,,,,,,,,
P53552,2,167,165,0.2615,4.00E-06,42, True, nucleus,2.845,5,0,5,13,1,1,2,1,13,8,0,9,7,5,5,15,7,2,1,1,0.178217822,0.178217822,0.128712871,0.02970297,0.108910891,0.376237624,,,,,,,,,,,,,,,,,,,
Q12223,27,193,166,0.1964,0.002403,18, nan, nucleus,2.935,3,1,5,13,2,13,3,4,8,4,1,12,2,6,7,4,6,3,0,4,0.178217822,0.148514851,0.178217822,0.059405941,0.118811881,0.316831683,,,,,,,,,,,,,,,,,,,
Q12271,3,530,527,0.3058,1.00E-06,54, True, cytoplasm,2.994,7,0,15,21,6,24,7,5,25,9,2,15,8,10,5,24,10,4,0,5,0.178217822,0.148514851,0.193069307,0.054455446,0.099009901,0.326732673,1,0,,,,,,,,,,,,,,,,,
Q12151,590,896,306,0.1694,0.001889,18, False, nucleus,3.381,6,0,11,12,2,20,2,3,8,9,3,10,5,5,6,12,11,4,0,0,0.178294574,0.108527132,0.240310078,0.015503876,0.147286822,0.310077519,,,,,,,,,,,,,,,,,,,
P53628,111,307,196,0.2257,0.000611,30, nan, nucleus,3.343,8,1,12,16,7,6,1,1,11,11,4,23,14,5,3,13,12,7,1,1,0.178343949,0.089171975,0.178343949,0.057324841,0.146496815,0.350318471,,,,,,,,,,,,,,,,,,,
P12612,18,147,129,0.32,0.000017,66, False, cytoplasm,4.136,4,0,9,6,2,9,1,8,5,7,1,4,2,3,5,6,5,7,0,0,0.178571429,0.119047619,0.178571429,0.023809524,0.273809524,0.226190476,6,0,,,,,,,,,,,,,,,,,
P23561,22,103,81,0.1794,0.000645,18, nan, ,3.345,1,1,4,6,0,3,0,4,7,5,1,4,1,5,4,4,2,3,0,1,0.178571429,0.196428571,0.089285714,0.017857143,0.232142857,0.285714286,,,,,,,,,,,,,,,,,,,
P32569,69,134,65,0.2887,0.000662,54, False, nucleus,2.998,0,0,5,5,2,4,1,2,9,5,0,6,4,4,1,5,0,2,0,1,0.178571429,0.178571429,0.142857143,0.053571429,0.160714286,0.285714286,,,,,,,,,,,,,,,,,,,
P32585,3,296,293,0.2589,0.037263,42, nan, nucleus,3.199,8,1,17,13,2,14,3,5,6,6,2,22,9,5,9,23,12,8,0,3,0.178571429,0.089285714,0.18452381,0.029761905,0.125,0.392857143,,,,,,,,,,,,,,,,,,,
P32844,4,89,85,0.2403,0.00001,42, nan, cytoplasm,3.589,1,1,6,9,1,3,0,4,10,11,0,8,1,6,4,7,1,7,0,4,0.178571429,0.166666667,0.05952381,0.05952381,0.261904762,0.273809524,,,,,,,,,,,,,,,,,,,
P32912,139,304,165,0.3212,0.00025,66, nan, vacuole,3.371,9,0,13,12,0,10,2,4,6,14,3,6,2,15,16,8,12,8,0,0,0.178571429,0.157142857,0.15,0,0.207142857,0.307142857,1,0,,,,,,,,,,,,,,,,,
P36146,181,429,248,0.1902,2.00E-06,18, nan, nucleus; mitochondrion,2.536,7,0,11,14,2,3,1,6,20,6,1,22,1,5,15,14,6,2,2,2,0.178571429,0.25,0.078571429,0.042857143,0.107142857,0.342857143,,,,,,,,,,,,,,,,,,,
P38877,7,131,124,0.2389,0.016022,42, nan, nucleus,3.042,3,0,6,9,2,9,1,2,11,4,3,2,5,7,7,5,3,4,1,0,0.178571429,0.214285714,0.202380952,0.035714286,0.154761905,0.214285714,,,,,,,,,,,,,,,,,,,
P38996,287,398,111,0.2473,6.00E-06,42, False, nucleus; nucleoplasm,2.545,2,0,3,7,1,5,4,1,7,2,1,6,4,2,4,4,2,1,0,0,0.178571429,0.196428571,0.196428571,0.017857143,0.089285714,0.321428571,2,0,,,,,,,,,,,,,,,,,
P39008,147,422,275,0.1671,0.007136,18, True, nucleus; cytoplasm,2.795,4,0,11,9,3,9,4,3,8,5,2,10,6,15,4,10,6,1,1,1,0.178571429,0.107142857,0.169642857,0.044642857,0.098214286,0.401785714,,,,,,,,,,,,,,,,,,,
P40096,43,129,86,0.3888,0.000047,78, False, nucleus,3.57,4,0,5,5,2,6,1,4,8,3,0,1,2,3,3,2,4,3,0,0,0.178571429,0.196428571,0.214285714,0.035714286,0.178571429,0.196428571,,,,,,,,,,,,,,,,,,,
P40483,96,380,284,0.318,0.000243,66, True, cytoplasm,2.967,1,1,7,13,3,23,1,0,9,5,1,7,8,4,9,8,6,4,1,1,0.178571429,0.160714286,0.285714286,0.044642857,0.089285714,0.241071429,,,,,,,,,,,,,,,,,,,
P49956,514,652,138,0.1558,1.00E-06,6, nan, nucleus,2.976,5,0,6,9,3,3,3,1,8,6,2,7,2,6,8,9,2,3,0,1,0.178571429,0.19047619,0.119047619,0.047619048,0.142857143,0.321428571,,,,,,,,,,,,,,,,,,,
P53540,3,95,92,0.2397,0.000094,42, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus,3.189,3,0,6,4,1,3,2,1,4,4,0,2,4,7,1,7,5,2,0,0,0.178571429,0.089285714,0.178571429,0.017857143,0.125,0.410714286,,,,,,,,,,,,,,,,,,,
P53632,304,504,200,0.2291,0.002362,30, nan, nucleus,3.072,6,1,13,7,4,16,3,2,11,6,0,11,6,1,8,7,4,3,0,3,0.178571429,0.169642857,0.25,0.0625,0.098214286,0.241071429,,,,,,,,,,,,,,,,,,,
P56628,14,114,100,0.2959,0.038109,54, nan, cytoplasm,3.009,4,0,6,4,0,6,0,2,7,0,0,5,1,4,2,6,2,4,1,2,0.178571429,0.160714286,0.196428571,0.053571429,0.107142857,0.303571429,,,,,,,,,,,,,,,,,,,
Q01080,122,151,29,0.0986,0,6, False, nucleus; nucleolus,3.696,6,0,3,2,1,2,0,1,3,3,0,2,0,0,3,1,1,0,0,0,0.178571429,0.214285714,0.285714286,0.035714286,0.142857143,0.142857143,,,,,,,,,,,,,,,,,,,
Q02574,231,308,77,0.2324,0.002262,42, nan, nucleus,3.245,1,1,4,6,1,8,5,4,3,3,2,5,2,2,4,4,0,1,0,0,0.178571429,0.125,0.196428571,0.017857143,0.178571429,0.303571429,,,,,,,,,,,,,,,,,,,
Q03660,659,764,105,0.1818,0.000394,18, nan, golgi apparatus,2.668,1,0,4,6,0,4,1,2,7,4,2,8,1,5,4,2,4,1,0,0,0.178571429,0.196428571,0.107142857,0,0.160714286,0.357142857,,,,,,,,,,,,,,,,,,,
Q04170,25,229,204,0.5771,0.007784,90, True, nucleus; cytoplasm,2.436,6,2,5,10,0,11,1,0,8,1,0,13,7,1,7,4,6,0,0,2,0.178571429,0.178571429,0.285714286,0.023809524,0.011904762,0.321428571,4,2,,,,,,,,,,,,,,,,,
Q06162,88,152,64,0.6464,0.18358,90, nan, chromosome; centromere; kinetochore; nucleus,4.145,4,0,5,5,0,2,0,6,1,10,0,5,2,6,2,4,2,1,0,1,0.178571429,0.053571429,0.142857143,0.017857143,0.303571429,0.303571429,,,,,,,,,,,,,,,,,,,
Q06488,277,389,112,0.2635,4.00E-06,54, False, nucleus,2.72,2,0,7,3,2,3,1,3,8,2,1,4,2,2,8,4,3,1,0,0,0.178571429,0.285714286,0.125,0.035714286,0.125,0.25,,,,,,,,,,,,,,,,,,,
Q06685,552,651,99,0.235,0.000064,42, False, cytoplasm; cytoplasm; cytoskeleton,2.58,2,0,2,8,1,5,2,2,11,1,0,6,5,2,2,3,2,2,0,0,0.178571429,0.232142857,0.214285714,0.017857143,0.089285714,0.267857143,,,,,,,,,,,,,,,,,,,
Q07938,36,332,296,0.3452,0.000369,66, True, nucleus; cytoplasm,3.136,5,0,5,15,3,19,8,4,10,2,1,7,10,4,3,2,8,5,0,1,0.178571429,0.116071429,0.303571429,0.035714286,0.107142857,0.258928571,4,0,,,,,,,,,,,,,,,,,
Q08748,95,211,116,0.3015,0.006544,54, nan, cytoplasm,2.798,4,0,8,2,0,4,0,3,9,3,0,7,2,2,3,6,2,0,0,1,0.178571429,0.214285714,0.178571429,0.017857143,0.107142857,0.303571429,,,,,,,,,,,,,,,,,,,
Q12347,99,188,89,0.2907,0.009885,54, nan, ,3.411,1,0,6,4,1,3,1,4,8,4,3,3,1,1,4,5,3,2,0,2,0.178571429,0.214285714,0.089285714,0.053571429,0.232142857,0.232142857,,,,,,,,,,,,,,,,,,,
Q12390,108,231,123,0.465,0.007989,90, nan, ,3.291,3,0,2,8,0,5,2,3,8,4,2,0,3,3,4,4,1,2,1,1,0.178571429,0.214285714,0.196428571,0.035714286,0.196428571,0.178571429,,,,,,,,,,,,,,,,,,,
P25370,259,561,302,0.1582,0.004616,6, nan, ,3.201,6,1,8,19,2,17,5,3,15,4,4,6,5,6,12,11,10,12,1,4,0.178807947,0.178807947,0.185430464,0.046357616,0.152317881,0.258278146,,,,,,,,,,,,,,,,,,,
P50942,173,555,382,0.2633,0.000088,54, nan, cytoplasm; cytoskeleton; actin patch,3.074,6,0,16,11,7,19,2,5,16,6,2,8,3,7,11,16,9,2,0,5,0.178807947,0.178807947,0.185430464,0.079470199,0.099337748,0.278145695,,,,,,,,,,,,,,,,,,,
P17890,50,188,138,0.221,0.017728,30, nan, nucleus,3.54,6,0,14,8,4,10,1,7,16,10,2,12,4,3,3,10,5,5,0,3,0.178861789,0.154471545,0.162601626,0.056910569,0.195121951,0.25203252,,,,,,,,,,,,,,,,,,,
P32862,519,723,204,0.2615,0.000028,42, nan, cytoplasm; nucleus,3.579,8,0,13,9,6,7,1,2,9,9,0,9,11,6,5,9,9,9,0,1,0.178861789,0.113821138,0.211382114,0.056910569,0.162601626,0.276422764,,,,,,,,,,,,,,,,,,,
Q03496,533,1046,513,0.2881,0.001037,54, True, cytoplasm,2.942,9,1,15,24,2,19,5,7,28,9,2,14,8,14,12,26,11,8,2,2,0.178899083,0.183486239,0.165137615,0.027522936,0.119266055,0.325688073,1,0,,,,,,,,,,,,,,,,,
P32419,148,339,191,0.1398,3.00E-06,6, False, peroxisome,3.089,5,0,5,12,5,13,4,1,12,4,2,6,3,4,3,9,4,2,0,1,0.178947368,0.157894737,0.221052632,0.063157895,0.094736842,0.284210526,6,4,,,,,,,,,,,,,,,,,
P12709,13,108,95,0.3663,0.000162,78, False, cytoplasm; cytosol,3.236,5,0,5,7,4,4,2,2,11,4,0,2,1,3,2,5,5,1,1,3,0.179104478,0.194029851,0.149253731,0.119402985,0.104477612,0.253731343,13,0,,,,,,,,,,,,,,,,,
P14742,258,345,87,0.4045,0.001271,78, True, ,3.722,7,0,5,7,2,3,4,3,3,5,1,2,3,3,4,9,3,3,0,0,0.179104478,0.104477612,0.194029851,0.029850746,0.179104478,0.313432836,2,0,,,,,,,,,,,,,,,,,
P15179,324,483,159,0.3856,0.001033,78, nan, mitochondrion matrix,2.706,4,0,4,8,3,4,4,1,10,2,0,14,0,1,0,6,2,2,1,1,0.179104478,0.149253731,0.119402985,0.074626866,0.074626866,0.402985075,,,,,,,,,,,,,,,,,,,
P32788,48,119,71,0.343,0.000033,66, nan, nucleus,4.181,0,2,5,7,3,1,3,6,6,11,0,5,2,3,3,2,1,5,1,1,0.179104478,0.134328358,0.044776119,0.074626866,0.328358209,0.23880597,,,,,,,,,,,,,,,,,,,
P38793,40,155,115,0.2681,0.000103,54, False, nucleus; mitochondrion matrix; cytoplasm,2.799,2,0,4,8,2,2,1,1,11,2,0,6,9,1,2,6,4,3,1,2,0.179104478,0.194029851,0.194029851,0.074626866,0.089552239,0.268656716,,,,,,,,,,,,,,,,,,,
P41913,91,227,136,0.2706,0.007076,54, False, ,2.569,3,0,6,6,0,4,1,0,9,4,2,5,4,7,3,7,5,0,1,0,0.179104478,0.179104478,0.164179104,0.014925373,0.089552239,0.373134328,,,,,,,,,,,,,,,,,,,
P53933,124,201,77,0.2943,0.001155,54, nan, cytoplasm; cytoskeleton; actin patch,3.425,3,0,5,7,1,4,2,2,3,3,1,3,3,4,4,12,2,5,1,2,0.179104478,0.104477612,0.149253731,0.059701493,0.164179104,0.343283582,,,,,,,,,,,,,,,,,,,
Q12000,33,117,84,0.1944,1.00E-06,18, False, cytoplasm,2.972,6,0,4,8,1,4,0,1,13,5,1,2,2,4,8,3,0,4,0,1,0.179104478,0.313432836,0.179104478,0.029850746,0.164179104,0.134328358,,,,,,,,,,,,,,,,,,,
Q12404,159,299,140,0.1604,0.000947,6, nan, endoplasmic reticulum lumen,2.579,1,0,6,6,1,5,0,1,14,3,1,3,5,3,5,5,4,2,0,2,0.179104478,0.28358209,0.164179104,0.044776119,0.104477612,0.223880597,,,,,,,,,,,,,,,,,,,
Q12680,1630,1769,139,0.3896,0.00068,78, False, ,3.284,0,0,5,7,5,7,2,3,8,4,1,5,4,1,4,2,6,2,1,0,0.179104478,0.179104478,0.164179104,0.089552239,0.149253731,0.23880597,7,0,,,,,,,,,,,,,,,,,
P25441,277,420,143,0.2892,0.00005,54, nan, nucleus,3.389,12,0,8,11,2,8,1,4,15,8,1,4,4,4,7,8,6,3,0,0,0.179245283,0.20754717,0.226415094,0.018867925,0.150943396,0.216981132,,,,,,,,,,,,,,,,,,,
P36160,11,249,238,0.2163,0.001258,30, False, nucleus; nucleolus,2.911,7,0,11,8,1,12,3,1,19,6,0,4,5,6,4,8,6,4,0,1,0.179245283,0.216981132,0.226415094,0.018867925,0.103773585,0.254716981,4,4,,,,,,,,,,,,,,,,,
Q03407,210,440,230,0.1736,5.00E-06,18, nan, ,3.083,9,0,10,9,2,10,1,3,16,5,3,11,4,6,1,5,6,2,0,3,0.179245283,0.160377358,0.216981132,0.047169811,0.122641509,0.273584906,,,,,,,,,,,,,,,,,,,
Q12229,102,297,195,0.1616,0.001182,6, nan, cytoplasm,2.462,6,1,7,12,0,9,1,1,9,2,1,15,1,13,5,16,6,1,0,0,0.179245283,0.132075472,0.150943396,0,0.047169811,0.490566038,,,,,,,,,,,,,,,,,,,
P07259,1898,2210,312,0.386,0.000056,78, False, cytoplasm,2.74,7,1,4,17,1,16,4,1,13,2,2,8,6,4,12,7,5,5,0,2,0.179487179,0.213675214,0.247863248,0.025641026,0.085470085,0.247863248,37,0,,,,,,,,,,,,,,,,,
P22035,23,231,208,0.1631,0.005017,6, nan, nucleus,2.671,2,1,5,16,1,12,4,1,19,5,2,7,4,6,9,10,8,5,0,0,0.179487179,0.239316239,0.153846154,0.008547009,0.111111111,0.307692308,,,,,,,,,,,,,,,,,,,
P28625,149,309,160,0.1484,0.000051,6, nan, lipid droplet; mitochondrion,3.06,3,0,10,4,4,8,1,3,10,2,0,8,3,2,2,8,2,2,1,5,0.179487179,0.153846154,0.179487179,0.128205128,0.08974359,0.269230769,,,,,,,,,,,,,,,,,,,
P32383,307,370,63,0.0174,NaN,6, nan, ,2.864,0,0,2,5,0,2,2,3,5,2,1,2,3,4,1,4,3,0,0,0,0.179487179,0.153846154,0.128205128,0,0.153846154,0.384615385,,,,,,,,,,,,,,,,,,,
P32389,593,671,78,0.1203,0.015651,6, nan, nucleus,3.601,3,0,1,13,1,2,3,6,16,12,0,2,0,5,1,8,3,2,0,0,0.179487179,0.217948718,0.064102564,0.012820513,0.256410256,0.269230769,,,,,,,,,,,,,,,,,,,
P32582,370,506,136,0.4484,0.000019,90, False, ,2.69,1,0,10,4,0,5,1,2,17,6,1,12,1,0,2,10,2,2,0,2,0.179487179,0.243589744,0.08974359,0.025641026,0.141025641,0.320512821,18,0,,,,,,,,,,,,,,,,,
P32618,653,691,38,0.2567,0.000146,42, nan, ,3.459,0,0,5,2,1,2,1,3,2,3,1,4,1,2,0,3,4,0,1,4,0.179487179,0.051282051,0.076923077,0.153846154,0.179487179,0.358974359,,,,,,,,,,,,,,,,,,,
P32771,331,381,50,0.4055,0.00059,78, False, cytoplasm; mitochondrion,3.267,1,0,2,5,3,5,1,1,5,3,1,2,0,2,3,2,1,1,0,1,0.179487179,0.205128205,0.153846154,0.102564103,0.153846154,0.205128205,2,0,,,,,,,,,,,,,,,,,
P32775,7,54,47,0.4185,0.000042,78, nan, ,3.777,4,0,5,2,3,2,0,0,4,3,0,0,3,0,2,4,0,2,2,3,0.179487179,0.153846154,0.230769231,0.205128205,0.128205128,0.102564103,,,,,,,,,,,,,,,,,,,
P34216,1287,1379,92,0.2902,3.00E-06,54, False, cytoplasm,3.676,6,0,5,9,2,6,1,5,6,3,1,6,8,2,1,7,5,4,1,0,0.179487179,0.08974359,0.256410256,0.038461538,0.166666667,0.269230769,3,2,,,,,,,,,,,,,,,,,
P36009,441,501,60,0.1402,0.001264,6, False, nucleus; nucleolus,3.267,2,0,3,4,1,5,0,0,3,3,3,2,0,2,4,2,2,1,0,2,0.179487179,0.179487179,0.179487179,0.076923077,0.179487179,0.205128205,,,,,,,,,,,,,,,,,,,
P36973,6,180,174,0.5239,0.115918,90, nan, cytoplasm,3.083,3,0,5,9,3,11,5,1,8,5,0,1,6,4,3,5,6,1,0,2,0.179487179,0.141025641,0.256410256,0.064102564,0.08974359,0.269230769,,,,,,,,,,,,,,,,,,,
P38222,7,56,49,0.1983,0.000244,18, nan, nucleus,3.708,3,1,4,3,1,5,1,2,3,4,0,3,1,0,3,2,2,1,0,0,0.179487179,0.153846154,0.230769231,0.025641026,0.179487179,0.230769231,,,,,,,,,,,,,,,,,,,
P38827,526,564,38,0.2822,0.00008,54, nan, nucleus; chromosome,4.3,4,0,4,3,2,1,2,4,5,5,0,1,1,1,1,0,3,2,0,0,0.179487179,0.153846154,0.153846154,0.051282051,0.282051282,0.179487179,,,,,,,,,,,,,,,,,,,
P40472,319,475,156,0.4097,0.025636,78, nan, secreted; cell wall,3.253,4,0,7,7,0,20,0,1,5,1,0,5,4,1,0,10,7,2,2,2,0.179487179,0.064102564,0.358974359,0.051282051,0.051282051,0.294871795,,,,,,,,,,,,,,,,,,,
P50089,598,636,38,0.195,0.000021,18, False, ,3.392,0,0,4,3,2,2,0,0,6,4,3,1,2,1,3,3,1,2,0,2,0.179487179,0.230769231,0.102564103,0.102564103,0.230769231,0.153846154,,,,,,,,,,,,,,,,,,,
P53078,74,135,61,0.3228,0.00006,66, True, ,3.146,1,0,4,3,1,1,3,0,3,4,2,2,2,3,3,3,1,2,0,1,0.179487179,0.153846154,0.102564103,0.051282051,0.205128205,0.307692308,,,,,,,,,,,,,,,,,,,
P53095,2,294,292,0.4656,0.001798,90, False, ,2.845,3,2,9,12,2,12,0,2,16,5,0,10,8,7,6,11,8,4,0,0,0.179487179,0.188034188,0.196581197,0.017094017,0.094017094,0.324786325,1,0,,,,,,,,,,,,,,,,,
P53933,543,586,43,0.2943,0.001155,54, nan, cytoplasm; cytoskeleton; actin patch,3.441,1,0,4,3,2,0,0,3,3,3,2,2,1,2,4,5,2,0,1,1,0.179487179,0.179487179,0.051282051,0.102564103,0.205128205,0.282051282,,,,,,,,,,,,,,,,,,,
Q02256,13,191,178,0.3604,0.000324,66, True, ,2.95,4,0,7,7,1,10,3,4,10,3,1,2,6,5,8,3,1,3,0,0,0.179487179,0.230769231,0.256410256,0.012820513,0.141025641,0.179487179,2,0,,,,,,,,,,,,,,,,,
Q02733,293,355,62,0.3733,4.00E-06,78, nan, cytoplasm,4.567,2,1,3,4,0,5,1,4,2,6,1,0,2,2,1,3,0,2,0,0,0.179487179,0.076923077,0.230769231,0,0.333333333,0.179487179,,,,,,,,,,,,,,,,,,,
Q03012,37,93,56,0.2424,0.004073,42, nan, nucleus,3.438,2,1,5,2,1,6,2,2,4,3,0,2,2,2,0,1,1,0,2,1,0.179487179,0.102564103,0.256410256,0.102564103,0.128205128,0.230769231,,,,,,,,,,,,,,,,,,,
Q04031,7,86,79,0.1643,7.00E-06,18, nan, nucleus; nucleolus,2.885,2,0,4,10,4,3,1,3,14,6,1,1,0,9,8,2,6,2,0,2,0.179487179,0.282051282,0.064102564,0.076923077,0.153846154,0.243589744,,,,,,,,,,,,,,,,,,,
Q04601,12,227,215,0.2033,0.000105,30, nan, nucleus; cytoplasm,3.326,4,1,14,7,5,9,1,7,10,8,0,9,10,3,10,9,5,3,0,2,0.179487179,0.170940171,0.196581197,0.05982906,0.153846154,0.239316239,,,,,,,,,,,,,,,,,,,
Q06625,5,137,132,0.3139,0.004915,66, nan, cytoplasm; mitochondrion,3.144,2,2,10,4,2,6,3,4,9,4,0,3,9,2,4,5,5,1,0,3,0.179487179,0.166666667,0.217948718,0.064102564,0.115384615,0.256410256,,,,,,,,,,,,,,,,,,,
Q07084,9,65,56,0.2171,0.000096,30, False, cytoplasm,3.572,3,0,4,3,2,1,0,3,2,1,0,2,1,3,3,5,2,2,1,1,0.179487179,0.128205128,0.128205128,0.102564103,0.153846154,0.307692308,,,,,,,,,,,,,,,,,,,
Q08235,250,289,39,0.1447,0.000311,6, False, nucleus; nucleolus,3.726,9,0,2,5,1,0,0,2,4,3,0,2,1,3,4,1,0,2,0,0,0.179487179,0.205128205,0.256410256,0.025641026,0.179487179,0.153846154,,,,,,,,,,,,,,,,,,,
P53326,416,680,264,0.1659,6.00E-06,18, nan, ,3.152,6,1,10,13,3,13,6,7,17,5,1,9,3,5,6,5,6,5,4,3,0.1796875,0.1796875,0.171875,0.078125,0.140625,0.25,,,,,,,,,,,,,,,,,,,
P21524,219,413,194,0.3308,0.000306,66, False, cytoplasm,2.818,7,1,5,11,0,18,1,1,11,2,0,7,3,0,5,3,8,0,0,6,0.179775281,0.179775281,0.314606742,0.06741573,0.033707865,0.224719101,10,0,,,,,,,,,,,,,,,,,
P21672,219,413,194,0.2792,0.000042,54, nan, cytoplasm,2.808,7,1,7,9,0,18,1,1,10,2,1,5,4,3,6,1,8,0,0,5,0.179775281,0.179775281,0.325842697,0.056179775,0.04494382,0.213483146,,,,,,,,,,,,,,,,,,,
P38920,11,203,192,0.1636,6.00E-06,6, nan, nucleus,3.096,4,0,8,8,4,13,2,4,9,3,0,6,3,3,7,10,2,2,0,1,0.179775281,0.179775281,0.224719101,0.056179775,0.101123596,0.258426966,,,,,,,,,,,,,,,,,,,
P80428,5,185,180,0.2763,0.000915,54, False, nucleus,3.848,5,0,7,9,3,13,1,5,4,6,1,5,3,4,3,9,2,5,0,4,0.179775281,0.078651685,0.235955056,0.078651685,0.191011236,0.235955056,,,,,,,,,,,,,,,,,,,
Q05123,7,169,162,0.2384,0.000048,42, True, nucleus,3.457,2,2,6,10,3,4,2,5,4,5,1,9,2,7,2,14,6,3,0,2,0.179775281,0.06741573,0.08988764,0.056179775,0.157303371,0.449438202,1,1,,,,,,,,,,,,,,,,,
P53086,481,718,237,0.2043,6.00E-06,30, False, cytoplasm; cytoskeleton,3.3,8,0,5,20,0,3,4,5,5,12,4,15,4,11,9,12,12,6,0,4,0.179856115,0.100719424,0.107913669,0.028776978,0.194244604,0.388489209,,,,,,,,,,,,,,,,,,,
P21264,105,184,79,0.4725,0.00102,90, True, ,3.01,3,0,3,6,1,5,1,3,6,2,0,4,3,3,3,1,3,1,1,1,0.18,0.18,0.22,0.06,0.12,0.24,3,0,,,,,,,,,,,,,,,,,
P32461,37,140,103,0.2878,0.000015,54, False, cytoplasm,3.116,5,0,4,5,1,3,3,0,4,3,1,3,4,5,1,3,0,2,1,2,0.18,0.1,0.24,0.08,0.12,0.28,,,,,,,,,,,,,,,,,,,
P35817,313,419,106,0.2626,4.00E-06,54, True, nucleus,2.724,2,0,5,4,1,2,1,1,7,1,2,3,4,4,2,4,3,1,1,2,0.18,0.18,0.16,0.08,0.1,0.3,,,,,,,,,,,,,,,,,,,
P36013,66,138,72,0.1922,0.000015,18, False, mitochondrion matrix,3.316,5,0,1,8,2,3,2,1,2,3,0,3,6,4,3,1,4,2,0,0,0.18,0.1,0.28,0.04,0.12,0.28,2,0,,,,,,,,,,,,,,,,,
P36525,176,256,80,0.2509,0.009464,42, nan, mitochondrion,3.034,3,0,6,3,0,5,0,2,9,2,1,2,3,0,4,4,2,2,0,2,0.18,0.26,0.22,0.04,0.14,0.16,,,,,,,,,,,,,,,,,,,
P38254,3,237,234,0.2905,0.000261,54, True, cytoplasm; p-body; cytoplasm,3.192,5,0,10,8,2,9,3,4,9,5,1,8,8,3,4,7,4,3,3,4,0.18,0.13,0.22,0.09,0.13,0.25,1,0,,,,,,,,,,,,,,,,,
P38295,374,449,75,0.1227,7.00E-06,6, nan, ,3.542,2,1,6,3,1,3,1,0,4,5,0,3,4,0,5,2,3,5,1,1,0.18,0.18,0.18,0.06,0.2,0.2,,,,,,,,,,,,,,,,,,,
P38625,419,512,93,0.4495,0.000843,90, False, cytoplasm,2.874,2,1,5,4,1,4,1,0,6,0,1,3,2,4,3,3,3,4,1,2,0.18,0.18,0.16,0.08,0.1,0.3,16,0,,,,,,,,,,,,,,,,,
P39937,78,402,324,0.2787,0.000743,54, nan, cytoplasm; cytoskeleton,2.694,5,1,12,15,0,14,1,7,21,6,2,23,1,7,8,18,4,2,0,3,0.18,0.193333333,0.133333333,0.02,0.113333333,0.36,,,,,,,,,,,,,,,,,,,
P54860,4,343,339,0.3127,0.000061,66, True, nucleus; cytoplasm,3.031,9,0,14,13,3,10,6,8,16,9,1,15,5,9,9,12,5,3,0,3,0.18,0.166666667,0.16,0.04,0.14,0.313333333,2,0,,,,,,,,,,,,,,,,,
Q02204,40,90,50,0.2366,0.000116,42, nan, mitochondrion,2.966,1,0,1,8,2,1,1,3,7,3,0,5,2,4,2,6,2,1,1,0,0.18,0.18,0.08,0.06,0.14,0.36,,,,,,,,,,,,,,,,,,,
Q06070,160,225,65,0.1931,0.000674,18, nan, cytoplasm; cell cortex,3.142,5,0,3,6,0,3,0,1,5,3,0,4,3,3,4,2,3,3,1,1,0.18,0.18,0.22,0.04,0.14,0.24,,,,,,,,,,,,,,,,,,,
