UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,
P06844,143,256,113,0.1673,0.004411,18, False, nucleus,3.198,3,1,13,12,5,3,3,4,8,8,2,7,1,5,8,3,5,4,1,1,0.257731959,0.164948454,0.072164948,0.072164948,0.18556701,0.24742268,,,,,,,,,,,,,
P39998,273,540,267,0.1523,0.00033,6, nan, cytoplasm; p-body,2.92,4,1,6,6,4,14,0,2,11,1,1,13,3,6,6,18,5,2,0,0,0.116504854,0.165048544,0.203883495,0.038834951,0.058252427,0.417475728,,,,,,,,,,,,,
P32504,29,537,508,0.2105,0.000035,30, nan, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; chromosome; centromere,2.467,6,0,22,23,2,15,8,2,24,5,0,23,15,8,10,17,19,6,0,1,0.218446602,0.165048544,0.174757282,0.014563107,0.063106796,0.36407767,,,,,,,,,,,,,
Q12017,52,234,182,0.4164,0.000211,78, False, cytoplasm,2.545,3,1,12,20,1,11,2,6,10,4,0,12,2,4,7,5,1,1,0,1,0.310679612,0.165048544,0.155339806,0.019417476,0.106796117,0.242718447,,,,,,,,,,,,,
P32379,7,246,239,0.3867,0.000063,78, True, nucleus; cytoplasm,2.801,6,0,9,22,1,14,1,1,9,8,0,4,2,3,9,10,4,1,0,5,0.28440367,0.165137615,0.201834862,0.055045872,0.091743119,0.201834862,3,0,,,,,,,,,,,
P33892,18,2660,2642,0.2586,0.000257,42, False, cytoplasm,2.73,59,4,100,150,19,103,15,22,124,28,4,79,60,59,51,98,45,29,1,9,0.236071766,0.165250236,0.209631728,0.027384325,0.078375826,0.283286119,84,13,,,,,,,,,,,
O13585,266,463,197,0.3256,0.000333,66, False, golgi apparatus,3.668,5,2,9,6,3,4,3,8,16,13,0,5,5,8,4,14,7,3,1,5,0.123966942,0.165289256,0.115702479,0.074380165,0.198347107,0.32231405,,,,,,,,,,,,,
P53935,270,439,169,0.1008,0.002121,6, nan, cytoplasm,3.227,8,0,10,11,3,7,2,6,14,7,3,8,4,8,6,12,8,2,0,2,0.173553719,0.165289256,0.157024793,0.041322314,0.148760331,0.314049587,,,,,,,,,,,,,
P32469,1,284,283,0.5841,0.006779,90, True, cytoplasm,2.791,7,0,9,22,1,15,2,3,12,5,2,6,4,4,8,10,5,1,1,4,0.256198347,0.165289256,0.214876033,0.049586777,0.090909091,0.223140496,10,0,,,,,,,,,,,
P20051,4,361,357,0.549,0.0006,90, True, ,2.368,9,0,19,15,0,15,3,1,19,1,0,9,7,7,1,8,4,2,0,1,0.280991736,0.165289256,0.256198347,0.008264463,0.033057851,0.256198347,30,1,,,,,,,,,,,
P32789,372,670,298,0.1095,0.052322,6, nan, ,2.886,4,2,10,5,1,10,6,2,13,7,1,10,3,12,8,19,6,3,0,5,0.118110236,0.165354331,0.133858268,0.047244094,0.102362205,0.433070866,,,,,,,,,,,,,
P41903,10,345,335,0.1777,0.004896,18, nan, peroxisome,2.693,5,0,10,8,2,12,13,3,10,4,1,3,7,10,11,16,4,1,1,6,0.141732283,0.165354331,0.188976378,0.070866142,0.070866142,0.362204724,,,,,,,,,,,,,
P53924,213,481,268,0.286,0.000036,54, nan, cytoplasm,3.303,7,4,7,12,2,11,3,6,12,9,3,10,7,8,10,10,8,2,0,2,0.142857143,0.165413534,0.187969925,0.030075188,0.15037594,0.323308271,,,,,,,,,,,,,
P25847,15,307,292,0.27,0.000251,54, True, nucleus,2.917,4,0,13,11,2,11,2,1,20,11,2,14,4,10,2,14,6,4,0,2,0.180451128,0.165413534,0.142857143,0.030075188,0.135338346,0.345864662,1,1,,,,,,,,,,,
P20053,117,453,336,0.2713,0.003525,54, nan, nucleus,3.228,5,0,9,12,2,25,3,2,12,14,4,8,2,12,11,7,8,3,0,0,0.151079137,0.165467626,0.230215827,0.014388489,0.165467626,0.273381295,,,,,,,,,,,,,
P43583,1144,2138,994,0.2612,0.000222,42, True, cytoplasm; nucleus,3.092,22,1,37,46,11,30,9,8,51,24,4,35,17,14,19,40,24,18,3,10,0.196217494,0.165484634,0.163120567,0.056737589,0.127659574,0.290780142,4,1,,,,,,,,,,,
P31115,89,429,340,0.3416,1.00E-06,66, True, nucleus,3.371,4,1,9,16,4,13,1,5,19,5,2,12,11,4,6,9,13,13,2,2,0.165562914,0.165562914,0.185430464,0.052980132,0.165562914,0.264900662,,,,,,,,,,,,,
P42945,468,805,337,0.1138,0.000115,6, False, nucleus; nucleolus; mitochondrion,3.062,8,0,9,18,1,7,3,6,21,6,0,16,5,4,4,24,10,7,0,2,0.178807947,0.165562914,0.132450331,0.01986755,0.125827815,0.377483444,6,4,,,,,,,,,,,
P38129,412,796,384,0.1671,0,18, False, nucleus,3.42,9,1,14,9,2,19,3,8,16,14,0,9,10,5,10,13,10,2,0,3,0.146496815,0.165605096,0.242038217,0.031847134,0.152866242,0.261146497,1,1,,,,,,,,,,,
Q08683,9,670,661,0.1682,0.00005,18, nan, nucleus,3.004,10,4,31,37,9,16,4,9,34,21,8,31,6,18,18,29,17,8,0,4,0.21656051,0.165605096,0.101910828,0.041401274,0.146496815,0.328025478,,,,,,,,,,,,,
P39954,7,441,434,0.5709,0.000285,90, False, ,3.525,11,2,11,20,4,30,3,7,20,6,3,5,5,4,7,7,6,9,0,3,0.190184049,0.165644172,0.282208589,0.042944785,0.153374233,0.165644172,66,2,,,,,,,,,,,
P46367,41,508,467,0.4354,0.000214,90, True, mitochondrion matrix,2.607,6,0,19,20,2,36,4,2,21,3,2,13,4,8,7,10,6,3,0,3,0.230769231,0.165680473,0.272189349,0.029585799,0.059171598,0.24260355,9,1,,,,,,,,,,,
P39531,10,402,392,0.251,2.00E-06,42, nan, cell tip; bud neck; cytoplasm,2.828,8,0,16,22,2,6,1,7,21,10,1,25,5,16,12,19,15,8,1,4,0.190954774,0.165829146,0.095477387,0.035175879,0.130653266,0.381909548,,,,,,,,,,,,,
Q12754,8,1023,1015,0.1603,0.000314,6, False, nucleus; nucleolus; cytoplasm,2.748,26,0,31,54,2,23,11,6,45,16,2,33,19,21,21,47,25,12,0,4,0.213567839,0.165829146,0.170854271,0.015075377,0.090452261,0.344221106,12,11,,,,,,,,,,,
P35209,298,502,204,0.1443,0.002405,6, nan, ,3.447,10,1,16,12,7,8,3,17,27,10,3,19,9,14,7,21,11,7,1,2,0.136585366,0.165853659,0.131707317,0.048780488,0.180487805,0.336585366,,,,,,,,,,,,,
P53923,3,481,478,0.2304,0.000026,42, nan, cytoplasm,2.938,6,0,12,25,3,13,2,7,27,9,1,24,9,12,8,24,14,10,0,5,0.17535545,0.165876777,0.132701422,0.037914692,0.127962085,0.360189573,,,,,,,,,,,,,
Q03361,271,310,39,0.2083,0.010278,30, nan, ,3.933,2,0,1,0,0,1,3,0,1,5,0,2,1,1,4,1,3,3,2,0,0.033333333,0.166666667,0.133333333,0.066666667,0.266666667,0.333333333,,,,,,,,,,,,,
P50104,8,49,41,0.1113,NaN,6, nan, nucleus,5.01,3,0,1,1,3,0,2,6,2,5,0,1,0,2,5,2,2,5,1,1,0.047619048,0.166666667,0.071428571,0.119047619,0.380952381,0.214285714,,,,,,,,,,,,,
P32893,406,446,40,0.17,0.000033,18, nan, golgi apparatus; cis-golgi network; cytoplasm,4.242,0,0,1,1,3,1,0,4,5,2,1,4,1,1,1,5,1,3,0,2,0.055555556,0.166666667,0.055555556,0.138888889,0.277777778,0.305555556,,,,,,,,,,,,,
P38828,8,58,50,0.1415,0.000013,6, False, nucleus; cytoplasm,3.828,0,0,1,1,4,2,0,1,4,2,0,5,1,2,2,3,3,4,0,1,0.055555556,0.166666667,0.083333333,0.138888889,0.194444444,0.361111111,,,,,,,,,,,,,
P47158,44,76,32,0.272,0.000372,54, nan, mitochondrion matrix,4.403,0,0,1,1,2,2,0,2,2,5,0,2,2,0,3,2,2,2,0,2,0.066666667,0.166666667,0.133333333,0.133333333,0.3,0.2,,,,,,,,,,,,,
P11746,31,90,59,0.3221,0.01111,66, nan, nucleus,4.017,0,0,0,3,1,4,2,2,4,6,0,1,1,4,3,1,6,4,0,0,0.071428571,0.166666667,0.119047619,0.023809524,0.285714286,0.333333333,,,,,,,,,,,,,
P38833,157,232,75,0.1403,0,6, nan, ,3.214,2,0,2,1,0,4,1,2,3,4,0,5,2,6,4,1,2,2,0,1,0.071428571,0.166666667,0.19047619,0.023809524,0.19047619,0.357142857,,,,,,,,,,,,,
P19263,244,305,61,0.2248,0.000118,30, False, nucleus,3.669,1,0,2,1,3,1,1,0,4,6,1,5,4,1,2,2,0,1,0,1,0.083333333,0.166666667,0.166666667,0.111111111,0.222222222,0.25,,,,,,,,,,,,,
P32893,298,336,38,0.17,0.000033,18, nan, golgi apparatus; cis-golgi network; cytoplasm,3.881,1,0,0,3,1,0,2,0,4,8,0,1,4,1,2,2,4,1,1,1,0.083333333,0.166666667,0.138888889,0.083333333,0.25,0.277777778,,,,,,,,,,,,,
Q99296,495,518,23,0.0955,0.005078,6, nan, ,4.296,1,0,1,1,1,0,0,3,3,2,2,0,4,2,1,0,1,1,0,1,0.083333333,0.166666667,0.208333333,0.083333333,0.333333333,0.125,,,,,,,,,,,,,
P49775,5,104,99,0.4592,0.006426,90, nan, nucleus; cytoplasm; mitochondrion,3.54,2,0,3,2,2,3,0,1,6,4,1,1,5,4,2,3,4,2,1,2,0.104166667,0.166666667,0.208333333,0.104166667,0.166666667,0.25,,,,,,,,,,,,,
Q04779,498,569,71,0.237,6.00E-06,42, nan, nucleus,3.248,0,0,5,1,6,2,1,3,8,3,1,6,1,7,1,2,3,1,0,3,0.111111111,0.166666667,0.055555556,0.166666667,0.148148148,0.351851852,,,,,,,,,,,,,
P36077,13,119,106,0.3885,0.000331,78, nan, nucleus; cytoplasm,3.403,6,0,2,5,0,6,0,1,3,5,1,1,8,5,7,3,4,2,0,1,0.116666667,0.166666667,0.333333333,0.016666667,0.15,0.216666667,,,,,,,,,,,,,
Q12257,12,64,52,0.2083,0.004204,30, nan, ,3.119,3,2,2,3,1,0,1,0,5,1,2,3,2,5,2,6,1,2,0,1,0.119047619,0.166666667,0.119047619,0.047619048,0.119047619,0.428571429,,,,,,,,,,,,,
Q12363,13,69,56,0.4269,0.000302,78, False, nucleus; cytoplasm,3.89,0,0,3,2,2,1,2,2,4,4,0,4,1,0,3,5,3,5,0,1,0.119047619,0.166666667,0.047619048,0.071428571,0.261904762,0.333333333,3,0,,,,,,,,,,,
P36085,505,570,65,1.0455,0.815206,90, nan, ,3.898,2,1,5,1,3,3,1,2,4,6,0,4,2,0,4,4,1,2,1,2,0.125,0.166666667,0.145833333,0.125,0.208333333,0.229166667,,,,,,,,,,,,,
P53212,48,186,138,0.4494,0.000067,90, nan, mitochondrion,3.556,5,0,6,6,3,10,0,3,12,7,3,13,4,0,4,10,4,5,0,1,0.125,0.166666667,0.197916667,0.041666667,0.1875,0.28125,,,,,,,,,,,,,
P54785,462,488,26,0.1699,0.009537,18, nan, nucleus,3.821,0,0,3,0,0,1,1,2,3,3,0,5,0,0,1,1,1,3,0,0,0.125,0.166666667,0.041666667,0,0.333333333,0.333333333,,,,,,,,,,,,,
P38931,8,279,271,0.1644,0.000641,18, nan, nucleus,3.496,7,1,7,10,1,11,4,5,19,12,2,9,9,6,3,11,7,6,0,2,0.128787879,0.166666667,0.204545455,0.022727273,0.189393939,0.287878788,,,,,,,,,,,,,
P38889,373,497,124,0.2227,0.000357,30, nan, nucleus,3.515,2,0,6,2,1,4,1,5,5,4,1,5,2,4,5,6,3,3,0,1,0.133333333,0.166666667,0.133333333,0.033333333,0.216666667,0.316666667,,,,,,,,,,,,,
P38803,253,332,79,0.2021,0.003413,30, nan, nucleus,4.044,5,1,3,6,4,4,1,4,8,7,0,2,3,3,3,4,5,3,0,0,0.136363636,0.166666667,0.181818182,0.060606061,0.212121212,0.242424242,,,,,,,,,,,,,
Q06822,392,434,42,0.3541,0.003064,66, nan, nucleus,3.639,2,3,3,2,0,4,0,1,3,3,1,2,0,2,3,2,1,1,1,2,0.138888889,0.166666667,0.166666667,0.083333333,0.166666667,0.277777778,,,,,,,,,,,,,
P18888,143,190,47,0.2314,0.007934,42, nan, nucleus,3.64,5,0,3,3,1,1,1,2,6,4,2,0,2,4,1,1,4,0,0,2,0.142857143,0.166666667,0.19047619,0.071428571,0.19047619,0.238095238,,,,,,,,,,,,,
Q06108,154,215,61,0.1638,0.000296,18, nan, cytoplasm,4.053,6,0,5,4,4,0,1,6,7,6,1,3,2,2,3,2,3,1,1,3,0.15,0.166666667,0.133333333,0.133333333,0.233333333,0.183333333,,,,,,,,,,,,,
P40480,868,957,89,0.1943,0.001717,18, nan, ,3.745,1,0,8,2,1,1,1,4,7,10,1,5,5,1,4,4,2,3,1,5,0.151515152,0.166666667,0.106060606,0.106060606,0.272727273,0.196969697,,,,,,,,,,,,,
P13433,109,260,151,0.1537,0.000426,6, nan, mitochondrion,2.919,2,0,5,6,0,1,0,1,8,6,3,10,5,3,4,11,6,1,0,0,0.152777778,0.166666667,0.111111111,0,0.152777778,0.416666667,,,,,,,,,,,,,
P40971,333,781,448,0.1786,0.004128,18, nan, nucleus,2.976,5,1,12,14,7,14,3,4,24,10,2,21,1,11,4,21,5,3,0,6,0.154761905,0.166666667,0.119047619,0.077380952,0.113095238,0.369047619,,,,,,,,,,,,,
P47168,7,417,410,0.2281,0.001041,30, nan, nucleus; cytoplasm,2.917,6,3,13,14,5,12,1,2,16,11,1,14,9,15,13,22,12,2,1,2,0.155172414,0.166666667,0.155172414,0.045977011,0.091954023,0.385057471,,,,,,,,,,,,,
P10662,16,97,81,0.2321,0.000677,42, nan, mitochondrion,2.835,5,1,2,6,1,3,3,1,7,1,0,3,2,3,1,8,0,0,0,1,0.166666667,0.166666667,0.208333333,0.041666667,0.041666667,0.375,,,,,,,,,,,,,
P38782,11,49,38,0.2318,0.031002,42, nan, nucleus,3.733,0,0,2,3,3,1,0,1,3,2,1,2,2,2,2,1,2,3,0,0,0.166666667,0.166666667,0.1,0.1,0.233333333,0.233333333,,,,,,,,,,,,,
P53114,6,34,28,0.2167,0.001152,30, nan, nucleus,3.192,2,0,0,4,3,0,0,0,3,1,1,3,0,1,1,2,1,0,0,2,0.166666667,0.166666667,0.083333333,0.208333333,0.083333333,0.291666667,,,,,,,,,,,,,
P53215,22,233,211,0.2831,0.000117,54, nan, ,3.063,5,2,3,12,3,8,2,4,11,2,0,12,5,2,4,7,3,3,1,1,0.166666667,0.166666667,0.2,0.055555556,0.1,0.311111111,,,,,,,,,,,,,
P21538,373,565,192,0.3312,0.000049,66, False, nucleus,2.941,10,1,4,18,0,4,2,3,12,8,1,8,4,12,9,20,6,2,1,1,0.174603175,0.166666667,0.142857143,0.015873016,0.111111111,0.388888889,,,,,,,,,,,,,
Q00362,6,126,120,0.3267,0.000269,66, False, ,3.724,3,2,6,8,6,4,1,4,9,7,0,5,1,4,4,3,4,4,0,3,0.179487179,0.166666667,0.102564103,0.115384615,0.192307692,0.243589744,1,0,,,,,,,,,,,
P22135,21,316,295,0.468,0.002642,90, False, mitochondrion; mitochondrion intermembrane space,3.025,6,0,13,12,1,13,2,4,13,8,1,15,6,3,10,15,8,5,1,2,0.18115942,0.166666667,0.18115942,0.028985507,0.130434783,0.311594203,,,,,,,,,,,,,
Q01722,131,222,91,0.1435,0.002467,6, nan, nucleus,3.4,4,0,6,5,2,2,0,2,4,6,1,1,2,5,6,9,3,1,0,1,0.183333333,0.166666667,0.133333333,0.05,0.166666667,0.3,,,,,,,,,,,,,
Q06091,62,171,109,0.1616,0.000194,6, nan, nucleus,3.238,0,1,10,9,1,1,1,9,6,9,1,9,4,7,11,6,8,3,1,5,0.18627451,0.166666667,0.049019608,0.068627451,0.215686275,0.31372549,,,,,,,,,,,,,
Q04149,137,221,84,0.3024,0.024945,54, nan, nucleus,3.102,2,1,1,8,2,6,2,1,6,3,0,2,3,1,2,5,2,0,0,1,0.1875,0.166666667,0.229166667,0.0625,0.083333333,0.270833333,,,,,,,,,,,,,
P47156,238,725,487,0.2062,0.008932,30, nan, nucleus,2.808,5,2,25,17,4,15,7,7,24,7,2,21,14,9,13,17,17,7,0,9,0.189189189,0.166666667,0.153153153,0.058558559,0.103603604,0.328828829,,,,,,,,,,,,,
P43592,167,211,44,0.1153,NaN,6, False, ,3.336,0,0,2,6,2,1,2,2,5,5,1,2,1,3,2,1,4,1,0,2,0.19047619,0.166666667,0.047619048,0.095238095,0.214285714,0.285714286,,,,,,,,,,,,,
P05373,27,337,310,0.4773,0.000233,90, True, ,2.899,8,2,13,9,2,19,1,2,9,2,1,8,8,4,10,5,6,2,1,2,0.192982456,0.166666667,0.307017544,0.043859649,0.061403509,0.228070175,13,0,,,,,,,,,,,
P53904,2,231,229,0.3734,0.00003,78, nan, cytoplasm; cytoplasm; cytoskeleton,2.993,15,0,8,19,0,15,3,4,8,4,3,6,7,10,15,8,5,4,1,3,0.195652174,0.166666667,0.268115942,0.028985507,0.108695652,0.231884058,,,,,,,,,,,,,
P15625,4,191,187,0.4162,0.000079,78, False, cytoplasm,2.746,10,0,10,10,0,7,3,1,17,5,1,10,3,9,0,9,5,2,0,0,0.196078431,0.166666667,0.196078431,0,0.088235294,0.352941176,11,0,,,,,,,,,,,
P38765,5,285,280,0.4707,0.000099,90, True, ,2.842,7,0,8,12,2,10,1,4,16,2,1,10,6,3,1,9,7,0,1,2,0.196078431,0.166666667,0.225490196,0.049019608,0.068627451,0.294117647,5,0,,,,,,,,,,,
P53009,13,615,602,0.1752,0.000572,18, nan, ,2.578,3,0,19,26,3,12,7,2,30,5,2,15,17,11,7,35,17,6,1,4,0.202702703,0.166666667,0.144144144,0.036036036,0.067567568,0.382882883,,,,,,,,,,,,,
P40356,4,111,107,0.2461,0.008782,42, nan, nucleus,3.333,7,1,9,7,3,2,1,4,6,6,2,6,3,6,7,4,0,2,0,2,0.205128205,0.166666667,0.153846154,0.064102564,0.179487179,0.230769231,,,,,,,,,,,,,
P32769,142,606,464,0.3232,0.000035,66, True, cytoplasm,2.598,3,1,19,18,4,27,5,4,20,3,1,14,8,10,10,19,9,2,1,2,0.205555556,0.166666667,0.211111111,0.038888889,0.055555556,0.322222222,1,0,,,,,,,,,,,
P00549,18,492,474,0.4063,0.000592,78, False, ,2.962,14,1,17,19,2,30,2,1,24,6,0,12,14,4,5,8,6,6,0,3,0.206896552,0.166666667,0.333333333,0.028735632,0.074712644,0.189655172,209,1,,,,,,,,,,,
P31376,278,312,34,0.2259,0.012072,30, False, nucleus,3.062,1,0,1,4,0,1,0,1,4,3,1,4,1,1,0,1,1,0,0,0,0.208333333,0.166666667,0.125,0,0.208333333,0.291666667,,,,,,,,,,,,,
P34072,28,61,33,0.2733,0.000913,54, nan, nucleus,3.829,1,1,2,3,1,1,0,0,2,4,0,2,0,1,2,0,1,2,1,0,0.208333333,0.166666667,0.083333333,0.083333333,0.25,0.208333333,,,,,,,,,,,,,
P47166,422,445,23,0.2453,0.000162,42, nan, golgi apparatus,3.617,1,0,3,2,0,0,0,1,2,5,0,1,0,1,2,4,1,0,0,1,0.208333333,0.166666667,0.041666667,0.041666667,0.25,0.291666667,,,,,,,,,,,,,
Q07457,259,282,23,0.2758,0.000179,54, True, nucleus,3.821,1,0,2,3,1,0,0,3,1,3,0,2,0,0,3,4,1,0,0,0,0.208333333,0.166666667,0.041666667,0.041666667,0.25,0.291666667,,,,,,,,,,,,,
P05150,12,333,321,0.5412,0.012548,90, nan, cytoplasm,2.716,5,0,12,12,2,13,4,2,16,5,2,11,3,7,3,8,5,2,0,2,0.210526316,0.166666667,0.184210526,0.035087719,0.096491228,0.307017544,,,,,,,,,,,,,
P10869,13,323,310,0.5319,0.000074,90, True, ,2.742,9,0,12,14,0,15,1,0,14,3,0,10,7,4,6,12,4,5,0,4,0.216666667,0.166666667,0.258333333,0.033333333,0.066666667,0.258333333,13,0,,,,,,,,,,,
P34223,235,291,56,0.4204,0.000114,78, True, cytoplasm; nucleus,3.156,2,0,4,4,2,3,0,0,4,3,0,2,2,3,2,2,0,2,0,1,0.222222222,0.166666667,0.194444444,0.083333333,0.138888889,0.194444444,,,,,,,,,,,,,
P38041,232,289,57,0.1462,0.000311,6, nan, ,2.917,0,0,2,6,2,3,2,2,5,1,0,3,0,3,1,4,0,2,0,0,0.222222222,0.166666667,0.083333333,0.055555556,0.138888889,0.333333333,,,,,,,,,,,,,
P24276,340,450,110,0.1966,0.000015,18, False, ,3.264,8,0,12,7,1,5,2,2,8,7,1,3,4,3,6,8,1,3,1,2,0.226190476,0.166666667,0.202380952,0.047619048,0.154761905,0.202380952,1,0,,,,,,,,,,,
P22139,3,50,47,0.1814,0.000381,18, True, nucleus; nucleolus,3.02,0,1,3,4,1,4,0,0,1,1,0,1,1,1,4,3,1,2,1,1,0.233333333,0.166666667,0.166666667,0.1,0.1,0.233333333,3,0,,,,,,,,,,,
Q04924,480,698,218,0.2039,0.001637,30, nan, endoplasmic reticulum,2.959,3,2,15,16,2,11,2,2,16,9,2,10,3,6,6,11,8,5,1,2,0.234848485,0.166666667,0.128787879,0.037878788,0.136363636,0.295454545,,,,,,,,,,,,,
P36123,609,757,148,0.3238,0.000064,66, True, cytoplasm,3.089,3,2,9,8,2,6,0,1,8,4,1,5,3,1,4,2,8,2,1,2,0.236111111,0.166666667,0.166666667,0.069444444,0.111111111,0.25,,,,,,,,,,,,,
P38074,20,341,321,0.4692,0.003527,90, True, nucleus,2.461,2,0,14,16,2,17,6,3,18,4,2,12,6,5,3,6,5,0,0,5,0.238095238,0.166666667,0.198412698,0.055555556,0.071428571,0.26984127,10,0,,,,,,,,,,,
P36146,8,216,208,0.1902,2.00E-06,18, nan, nucleus; mitochondrion,2.808,4,2,20,15,1,9,3,2,12,10,2,4,4,8,10,7,6,2,6,5,0.265151515,0.166666667,0.128787879,0.090909091,0.121212121,0.227272727,,,,,,,,,,,,,
P15873,133,252,119,0.524,0.000483,90, True, nucleus,3.042,2,0,10,6,3,7,1,2,8,2,1,0,3,2,2,6,3,1,0,1,0.266666667,0.166666667,0.2,0.066666667,0.1,0.2,9,0,,,,,,,,,,,
Q12343,42,136,94,0.2023,0.000662,30, nan, nucleus,3.654,4,1,9,14,3,0,1,5,9,12,1,5,2,2,5,3,1,4,0,3,0.273809524,0.166666667,0.071428571,0.071428571,0.261904762,0.154761905,,,,,,,,,,,,,
Q06338,231,279,48,0.3577,0.000085,66, False, nucleus; cytoplasm,3.708,1,0,3,7,2,2,2,5,5,1,0,0,0,0,1,3,1,2,0,1,0.277777778,0.166666667,0.083333333,0.083333333,0.222222222,0.166666667,1,0,,,,,,,,,,,
P25373,6,107,101,0.7061,0.01411,90, True, nucleus; cytoplasm,2.517,4,0,4,10,0,6,2,1,6,1,0,3,2,0,2,1,3,0,0,3,0.291666667,0.166666667,0.25,0.0625,0.041666667,0.1875,7,1,,,,,,,,,,,
P47128,8,43,35,0.1518,0.001904,6, nan, nucleus,2.931,2,0,4,7,2,0,0,1,4,4,0,1,0,4,2,1,2,0,0,2,0.305555556,0.166666667,0.055555556,0.111111111,0.138888889,0.222222222,,,,,,,,,,,,,
P06104,6,151,145,0.4048,0.01222,78, True, nucleus; cytoplasm,2.159,4,0,10,11,0,3,2,0,6,1,1,7,3,2,5,5,3,1,1,1,0.318181818,0.166666667,0.151515152,0.03030303,0.045454545,0.287878788,2,0,,,,,,,,,,,
Q03071,5,96,91,0.2007,0.010158,30, nan, nucleus; cytoplasm,2.678,2,0,6,13,1,3,1,1,6,4,1,1,3,1,3,6,1,0,0,1,0.351851852,0.166666667,0.148148148,0.037037037,0.111111111,0.185185185,,,,,,,,,,,,,
Q05549,25,1041,1016,0.2224,0.000654,30, nan, nucleus,2.779,15,3,27,55,10,41,12,16,38,8,1,28,20,23,27,30,18,8,1,8,0.210796915,0.167095116,0.195372751,0.048843188,0.084832905,0.293059126,,,,,,,,,,,,,
Q03496,10,1414,1404,0.2881,0.001037,54, True, cytoplasm,2.685,30,2,48,68,4,29,15,12,64,20,4,46,21,31,23,58,22,11,4,8,0.223076923,0.167307692,0.153846154,0.030769231,0.090384615,0.334615385,3,0,,,,,,,,,,,
P39529,128,638,510,0.2001,0.011709,30, nan, nucleus,2.731,5,0,20,21,2,14,4,3,21,13,0,15,12,19,14,22,12,7,2,3,0.196172249,0.167464115,0.148325359,0.033492823,0.110047847,0.344497608,,,,,,,,,,,,,
Q06512,7,502,495,0.1418,0.001117,6, True, nucleus; nucleolus,2.611,8,0,18,24,2,9,7,4,29,7,0,21,13,12,4,20,9,7,1,2,0.21319797,0.16751269,0.152284264,0.025380711,0.091370558,0.350253807,3,0,,,,,,,,,,,
Q02821,16,508,492,0.2662,0.000631,54, False, cytoplasm; perinuclear region,2.56,9,0,21,25,4,19,1,3,15,6,2,13,11,17,17,14,7,3,0,4,0.240837696,0.167539267,0.204188482,0.041884817,0.073298429,0.272251309,21,0,,,,,,,,,,,
P54791,52,422,370,0.2028,0.000036,30, nan, nucleus,3.024,6,0,11,19,5,12,2,9,15,11,2,12,5,18,16,21,14,2,1,4,0.162162162,0.167567568,0.124324324,0.054054054,0.12972973,0.362162162,,,,,,,,,,,,,
Q01476,928,1268,340,0.3479,0.000247,66, True, ,2.85,5,1,17,28,2,14,3,5,17,12,4,17,3,7,13,10,10,5,0,6,0.251396648,0.167597765,0.122905028,0.044692737,0.145251397,0.268156425,,,,,,,,,,,,,
P32259,100,971,871,0.1973,3.00E-06,18, nan, nucleus,2.977,11,1,27,25,10,18,5,13,41,15,4,30,26,25,15,37,16,8,2,5,0.155688623,0.167664671,0.164670659,0.050898204,0.119760479,0.341317365,1,0,,,,,,,,,,,
P12689,310,734,424,0.2766,0.02996,54, nan, nucleus; mitochondrion,2.584,5,0,14,15,1,18,6,4,18,4,2,16,9,7,10,24,11,0,0,3,0.173652695,0.167664671,0.191616766,0.023952096,0.05988024,0.383233533,,,,,,,,,,,,,
Q06706,229,1329,1100,0.2999,0.000021,54, False, nucleus; cytoplasm,2.763,25,3,42,79,5,44,6,11,50,11,10,24,24,23,30,42,19,13,2,14,0.253668763,0.167714885,0.194968553,0.044025157,0.094339623,0.245283019,16,1,,,,,,,,,,,
P53632,157,506,349,0.2291,0.002362,42, nan, nucleus,2.652,5,0,16,14,3,22,6,2,15,6,0,13,8,3,9,10,7,1,0,3,0.20979021,0.167832168,0.244755245,0.041958042,0.062937063,0.272727273,,,,,,,,,,,,,
P47039,25,439,414,0.3605,0.000191,66, True, cytoplasm; mitochondrion,2.788,8,1,9,20,3,18,1,4,20,5,2,13,7,8,3,8,5,0,0,2,0.211678832,0.167883212,0.240875912,0.03649635,0.080291971,0.262773723,6,0,,,,,,,,,,,
Q02773,186,1190,1004,0.1251,0.002951,6, nan, mitochondrion,2.601,9,1,40,43,9,26,10,9,45,14,4,46,22,23,22,48,10,9,1,8,0.20802005,0.167919799,0.142857143,0.045112782,0.090225564,0.345864662,,,,,,,,,,,,,
P42841,38,401,363,0.2022,1.00E-06,30, nan, nucleus,3.217,2,2,9,9,2,9,4,6,11,8,2,11,7,3,11,14,7,4,2,8,0.13740458,0.167938931,0.13740458,0.091603053,0.152671756,0.312977099,,,,,,,,,,,,,
